"parameter_id","parameter_name","parameter_description","procedure_id"
"IMPC_HIS_187_001","Lung - Significance score","lung_-_significance_score",29
"IMPC_HIS_188_001","Liver - Significance score","liver_-_significance_score",29
"IMPC_HIS_189_001","Gall bladder - Significance score","gall_bladder_-_significance_score",29
"IMPC_HIS_190_001","Stomach - Significance score","stomach_-_significance_score",29
"IMPC_HIS_191_001","Small intestine - Significance score","small_intestine_-_significance_score",29
"IMPC_HIS_192_001","Large intestine - Significance score","large_intestine_-_significance_score",29
"IMPC_HIS_193_001","Pancreas - Significance score","pancreas_-_significance_score",29
"IMPC_HIS_194_001","Spleen - Significance score","spleen_-_significance_score",29
"IMPC_HIS_195_001","Kidney - Significance score","kidney_-_significance_score",29
"IMPC_HIS_196_001","Adrenal gland - Significance score","adrenal_gland_-_significance_score",29
"IMPC_HIS_197_001","Mammary gland - Significance score","mammary_gland_-_significance_score",29
"IMPC_HIS_198_001","Lymph node - Significance score","lymph_node_-_significance_score",29
"IMPC_HIS_199_001","Skin - Significance score","skin_-_significance_score",29
"IMPC_HIS_200_001","Skeletal muscle - Significance score","skeletal_muscle_-_significance_score",29
"IMPC_HIS_201_001","Urinary bladder - Significance score","urinary_bladder_-_significance_score",29
"IMPC_HIS_202_001","Testes - Significance score","testes_-_significance_score",29
"IMPC_HIS_203_001","Epididymis - Significance score","epididymis_-_significance_score",29
"IMPC_HIS_204_001","Prostate - Significance score","prostate_-_significance_score",29
"IMPC_HIS_205_001","Seminal vesicle - Significance score","seminal_vesicle_-_significance_score",29
"IMPC_HIS_206_001","Ovary - Significance score","ovary_-_significance_score",29
"IMPC_HIS_207_001","Uterus - Significance score","uterus_-_significance_score",29
"IMPC_GEM_001_001","Alive","alive",18
"IMPC_GEM_002_001","Scored","scored",18
"IMPC_GEM_003_001","Cardiovascular System","cardiovascular_system",18
"IMPC_GEM_004_001","Cardiovascular Development","cardiovascular_development",18
"IMPC_GEM_005_001","Vascular Development","vascular_development",18
"IMPC_GEM_006_001","Outflow tract development","outflow_tract_development",18
"IMPC_GEM_008_001","Absent heartbeat","absent_heartbeat",18
"IMPC_GEM_009_001","Craniofacial","craniofacial",18
"IMPC_GEM_010_001","Craniofacial Development","craniofacial_development",18
"IMPC_GEM_011_001","Embryogenesis Phenotype","embryogenesis_phenotype",18
"IMPC_GEM_012_001","Extraembryonic tissue morphology","extraembryonic_tissue_morphology",18
"IMPC_GEM_013_001","Allantois Morphology","allantois_morphology",18
"IMPC_GEM_014_001","Vitelline vasculature morphology","vitelline_vasculature_morphology",18
"IMPC_GEM_015_001","Vitelline vein morphology","vitelline_vein_morphology",18
"IMPC_GEM_016_001","Pale yolk sac","pale_yolk_sac",18
"IMPC_GEM_018_001","Chorioallantoic fusion","chorioallantoic_fusion",18
"IMPC_GEM_020_001","Hearing/Vestibular/Ear Phenotype","hearing_vestibular_ear_phenotype",18
"IMPC_GEM_022_001","Ear Development","ear_development",18
"IMPC_GEM_023_001","Integument","integument",18
"IMPC_GEM_025_001","Pallor","pallor",18
"IMPC_GEM_026_001","Blebs","blebs",18
"IMPC_GEM_030_001","Liver/Biliary","liver_biliary",18
"IMPC_GEM_031_001","Liver Morphology","liver_morphology",18
"IMPC_GEM_033_001","Pale Liver","pale_liver",18
"IMPC_GEM_034_001","Gastroschisis (herniated abdominal wall)","gastroschisis_herniated_abdominal_wall",18
"IMPC_GEM_035_001","Nervous System","nervous_system",18
"IMPC_GEM_037_001","Forebrain development","forebrain_development",18
"IMPC_GEM_038_001","Midbrain development","midbrain_development",18
"IMPC_GEM_039_001","Hindbrain development","hindbrain_development",18
"IMPC_GEM_040_001","Vision/Eye","vision_eye",18
"IMPC_GEM_042_001","Eye Size","eye_size",18
"IMPC_GEM_043_001","Microphthalmia","microphthalmia",18
"IMPC_GEM_044_001","Anophthalmia","anophthalmia",18
"IMPC_GEM_045_001","Failure heart looping","failure_heart_looping",18
"IMPC_GEM_046_001","Gastrulation","abnormal_gastrulation",18
"IMPC_EVL_001_001","Outcome","outcome",47
"IMPC_EVL_002_001","Total embryos","total_embryos",47
"IMPC_EVL_003_001","% embryos WT","%_embryos_wt",47
"IMPC_EVL_004_001","Time of dark cycle start","time_of_dark_cycle_start",47
"IMPC_EVL_005_001","Decision","decision",47
"IMPC_EVL_006_001","Comment on Decision (in English)","comment_on_decision_(in_english)",47
"IMPC_EVL_007_001","Total embryos WT","total_embryos_wt",47
"IMPC_EVL_008_001","Total embryos heterozygous","total_embryos_heterozygous",47
"IMPC_EVL_009_001","Total embryos homozygous","total_embryos_homozygous",47
"IMPC_EVL_010_001","Total dead embryos","total_dead_embryos",47
"IMPC_EVL_011_001","Total dead WT","total_dead_wt",47
"IMPC_EVL_012_001","Total dead heterozygous","total_dead_heterozygous",47
"IMPC_EVL_013_001","Total dead homozygous","total_dead_homozygous",47
"IMPC_EVL_014_001","Total gross defect at dissection (alive or dead) embryos","total_gross_defect_at_dissection_(alive_or_dead)_embryos",47
"IMPC_EVL_015_001","Total gross defect at dissection (alive or dead) WT","total_gross_defect_at_dissection_(alive_or_dead)_wt",47
"IMPC_EVL_016_001","Total gross defect at dissection (alive or dead) heterozygous","total_gross_defect_at_dissection_(alive_or_dead)_heterozygous",47
"IMPC_EVL_017_001","Total gross defect at dissection (alive or dead) homozygous","total_gross_defect_at_dissection_(alive_or_dead)_homozygous",47
"IMPC_EVL_018_001","Number of reabsorptions","number_of_reabsorptions",47
"IMPC_EVL_019_001","% embryos heterozygous","%_embryos_heterozygous",47
"IMPC_EVL_020_001","% embryos homozygous","%_embryos_homozygous",47
"IMPC_EVL_021_001","Average Litter Size","average_litter_size",47
"IMPC_EVL_022_001","Time of dark cycle end","time_of_dark_cycle_end",47
"IMPC_EVL_023_001","Embryo medium","embryo_medium",47
"IMPC_EVL_024_001","Total live embryos","total_live_embryos",47
"IMPC_EVL_025_001","Total live heterozygous","total_live_heterozygous",47
"IMPC_EVL_026_001","Total live WT","total_live_wt",47
"IMPC_EVL_027_001","Total live homozygous","total_live_homozygous",47
"IMPC_EYE_092_002","Retina (combined)","retina_(combined)",13
"IMPC_BWT_001_001","Body weight","body_weight",5
"IMPC_BWT_002_001","General comments about the mouse","general_comments_about_the_mouse",5
"IMPC_BWT_003_001","Equipment ID","equipment_name",5
"IMPC_BWT_004_001","Equipment manufacturer","equipment_manufacturer",5
"IMPC_BWT_005_001","Experimenter ID","experimenter_id",5
"IMPC_BWT_006_001","Date equipment last calibrated","date_equipment_last_calibrated",5
"IMPC_BWT_007_001","Equipment model","equipment_model",5
"IMPC_BWT_008_001","Body weight curve","Derivation to collect all body weights measured (when available) and plot them correctly as time series.",5
"IMPC_OFD_005_001","Distance travelled","distance_travelled",41
"IMPC_OFD_006_001","Number of Rears","number_of_rears",41
"IMPC_OFD_007_001","Whole arena resting time","whole_arena_resting_time",41
"IMPC_OFD_008_001","Whole arena permanence","whole_arena_permanence",41
"IMPC_OFD_009_001","Whole arena average speed","whole_arena_average_speed",41
"IMPC_OFD_010_001","Periphery distance travelled","periphery_distance_travelled",41
"IMPC_OFD_011_001","Periphery resting time","periphery_resting_time",41
"IMPC_OFD_012_001","Periphery permanence time","periphery_permanence_time",41
"IMPC_OFD_013_001","Periphery average speed","periphery_average_speed",41
"IMPC_OFD_014_001","Center distance travelled","center_distance_travelled",41
"IMPC_OFD_015_001","Center resting time","center_resting_time",41
"IMPC_OFD_016_001","Center permanence time","center_permanence_time",41
"IMPC_OFD_017_001","Center average speed","center_average_speed",41
"IMPC_OFD_018_001","Latency to center entry","latency_to_center_entry",41
"IMPC_OFD_019_001","Number of center entries","number_of_center_entries",41
"IMPC_OFD_020_001","Distance travelled - total","distance_travelled_total",41
"IMPC_OFD_021_001","Number of rears - total","number_of_rears_total",41
"IMPC_OFD_022_001","Percentage center time","percentage_center_time",41
"IMPC_OFD_023_001","Equipment ID","equipment_name",41
"IMPC_OFD_024_001","Equipment manufacturer","equipment_manufacturer",41
"IMPC_OFD_025_001","Equipment model","equipment_model",41
"IMPC_OFD_026_001","Central zone surface area","central_zone_surface_area",41
"IMPC_OFD_027_001","Light intensity in the centre of the arena","light_intensity_in_the_centre_of_the_arena",41
"IMPC_OFD_028_001","Number of animals per cage","number_of_animals_per_cage",41
"IMPC_OFD_029_001","Color of arena","color_of_arena",41
"IMPC_OFD_030_001","Height of the wall","height_of_the_wall",41
"IMPC_OFD_031_001","Distance from light source: if direct illumination","distance_from_light_source_if_direct_illuminaton",41
"IMPC_OFD_032_001","Periphery zone","periphery_zone",41
"IMPC_OFD_033_001","Type of analysis","type_of_analysis",41
"IMPC_OFD_034_001","Arena Size","arena_size",41
"IMPC_OFD_035_001","Experimenter ID","experimenter",41
"IMPC_OFD_036_001","Disinfectant","disinfectant",41
"IMPC_OFD_037_001","Start Time","start_time",41
"IMPC_OFD_038_001","Arena ID","arena_id",41
"IMPC_OFD_039_001","Software Version","software_version",41
"IMPC_OFD_040_001","Arena Material","arena_material",41
"IMPC_OFD_041_001","Date equipment last calibrated","date_equipment_last_calibrated",41
"IMPC_OFD_001_001","Whole arena resting time series","whole_arena_resting_time_series",41
"IMPC_OFD_002_001","Whole arena average speed series","whole_arena_average_speed_series",41
"IMPC_OFD_003_001","Periphery distance travelled series","periphery_distance_travelled_series",41
"IMPC_OFD_004_001","Periphery resting time series","periphery_resting_time_series",41
"IMPC_OFD_042_001","Periphery permanence time series","periphery_permanence_time_series",41
"IMPC_OFD_043_001","Periphery average speed series","periphery_average_speed_series",41
"IMPC_OFD_044_001","Center distance travelled series","center_distance_travelled_series",41
"IMPC_OFD_045_001","Center resting time series","center_resting_time_series",41
"IMPC_OFD_046_001","Center permanence time series","center_permanence_time_series",41
"IMPC_OFD_047_001","Center average speed series","center_average_speed_series",41
"IMPC_OFD_048_001","Number of center entries series","number_of_center_entries_series",41
"IMPC_OFD_049_001","Light beam barrier height (Z axis)","height of the Z axis light beam used to determine when mouse is rearing",41
"IMPC_OFD_050_001","Percentage center movement time","percentage_center_movement_time",41
"IMPC_OFD_051_001","Resting definition threshold","Parameter measuring how the equipment defines a 'resting' animal",41
"IMPC_OFD_052_001","Rearing definition threshold","Parameter measuring how the equipment defines a 'rearing' animal",41
"IMPC_GEO_007_001","Absent heartbeat","absent_heartbeat",19
"IMPC_GEO_009_001","Hemorrhage","hemorrhage",19
"IMPC_GEO_010_001","Skin Hemorrhage","skin_hemorrhage",19
"IMPC_GEO_017_001","Facial Cleft","facial_cleft",19
"IMPC_GEO_018_001","Cleft Palate","cleft_palate",19
"IMPC_GEO_025_001","Hydrops fetalis (fetal adema)","hydrops_fetalis_fetal_adema",19
"IMPC_GEO_026_001","Gastroschisis (herniated abdominal wall)","gastroschisis_herniated_abdominal_wall",19
"IMPC_GEO_034_001","Polydactyly","polydactyly",19
"IMPC_GEO_038_001","Pale Liver","pale_liver",19
"IMPC_GEO_041_001","Exencephaly","exencephaly",19
"IMPC_GEO_042_001","Holoprosencephaly","holoprosencephaly",19
"IMPC_GEO_043_001","spina bifida","spina_bifida",19
"IMPC_GEO_047_001","Microphthalmia","microphthalmia",19
"IMPC_GEO_048_001","Anophthalmia","anophthalmia",19
"IMPC_EVM_001_001","Outcome","outcome",44
"IMPC_EVM_002_001","Decision","decision",44
"IMPC_EVM_003_001","Comment on Decision (in English)","comment_on_decision_(in_english)",44
"IMPC_EVM_004_001","Total embryos WT","total_embryos_wt",44
"IMPC_EVM_005_001","Total embryos heterozygous","total_embryos_heterozygous",44
"IMPC_EVM_006_001","Total embryos homozygous","total_embryos_homozygous",44
"IMPC_EVM_007_001","Total dead embryos","total_dead_embryos",44
"IMPC_EVM_008_001","Total dead WT","total_dead_wt",44
"IMPC_EVM_009_001","Total dead heterozygous","total_dead_heterozygous",44
"IMPC_EVM_010_001","Total dead homozygous","total_dead_homozygous",44
"IMPC_EVM_011_001","Total gross defect at dissection (alive or dead) embryos","total_gross_defect_at_dissection_(alive_or_dead)_embryos",44
"IMPC_EVM_012_001","Total gross defect at dissection (alive or dead) WT","total_gross_defect_at_dissection_(alive_or_dead)_wt",44
"IMPC_EVM_013_001","Total gross defect at dissection (alive or dead) heterozygous","total_gross_defect_at_dissection_(alive_or_dead)_heterozygous",44
"IMPC_EVM_014_001","Total gross defect at dissection (alive or dead) homozygous","total_gross_defect_at_dissection_(alive_or_dead)_homozygous",44
"IMPC_EVM_015_001","Number of reabsorptions","number_of_reabsorptions",44
"IMPC_EVM_016_001","% embryos WT","%_embryos_wt",44
"IMPC_EVM_017_001","% embryos heterozygous","%_embryos_heterozygous",44
"IMPC_EVM_018_001","% embryos homozygous","%_embryos_homozygous",44
"IMPC_EVM_019_001","Average Litter Size","average_litter_size",44
"IMPC_EVM_020_001","Time of dark cycle start","time_of_dark_cycle_start",44
"IMPC_EVM_021_001","Time of dark cycle end","time_of_dark_cycle_end",44
"IMPC_EVM_022_001","Embryo medium","embryo_medium",44
"IMPC_EVM_023_001","Total embryos","total_embryos",44
"IMPC_EVM_024_001","Total live embryos","total_live_embryos",44
"IMPC_EVM_025_001","Total live heterozygous","total_live_heterozygous",44
"IMPC_EVM_026_001","Total live WT","total_live_wt",44
"IMPC_EVM_027_001","Total live homozygous","total_live_homozygous",44
"IMPC_GEP_004_001","No spontaneous movement","no_spontaneous_movement",20
"IMPC_GEP_005_001","Unresponsive to tactile stimuli","unresponsive_to_tactile_stimuli",20
"IMPC_GEP_011_001","Hemorrhage","hemorrhage",20
"IMPC_GEP_012_001","Skin Hemorrhage","skin_hemorrhage",20
"IMPC_GEP_018_001","Facial Cleft","facial_cleft",20
"IMPC_GEP_019_001","Cleft Palate","cleft_palate",20
"IMPC_GEP_029_001","Cyanosis","cyanosis",20
"IMPC_GEP_030_001","Edema","edema",20
"IMPC_GEP_031_001","Hydrops fetalis (fetal adema)","hydrops_fetalis_fetal_adema",20
"IMPC_GEP_039_001","Polydactyly","polydactyly",20
"IMPC_GEP_047_001","Exencephaly","exencephaly",20
"IMPC_GEP_048_001","Holoprosencephaly","holoprosencephaly",20
"IMPC_GEP_049_001","spina bifida","spina_bifida",20
"IMPC_GEP_055_001","Respiratory Failure","respiratory_failure",20
"IMPC_GEP_059_001","Microphthalmia","microphthalmia",20
"IMPC_GEP_060_001","Anophthalmia","anophthalmia",20
"IMPC_GEP_061_001","Failure of Eyelid Fusion","failure_of_eyelid_fusion",20
"IMPC_CSD_040_001","Forepaw - size","forepaw_size",8
"IMPC_CSD_041_001","Hindpaw - size","hindpaw_size",8
"IMPC_CSD_042_001","Forepaw - shape","forepaw_shape",8
"IMPC_CSD_043_001","Hindpaw - shape","hindpaw_shape",8
"IMPC_CSD_044_001","Forelimb digit - number","forelimb_digit_number",8
"IMPC_CSD_045_001","Hindlimb digit - number","hindlimb_digit_number",8
"IMPC_CSD_048_001","Forelimb digit - shape","forelimb_digit_shape",8
"IMPC_CSD_049_001","Hindlimb digit - shape","hindlimb_digit_shape",8
"IMPC_CSD_050_001","Forelimb nail - number","forelimb_nail_number",8
"IMPC_CSD_051_001","Hindlimb nail - number","hindlimb_nail_number",8
"IMPC_CSD_052_001","Forelimb nail - length","forelimb_nail_length",8
"IMPC_CSD_053_001","Hindlimb nail - length","hindlimb_nail_length",8
"IMPC_CSD_054_001","Forelimb nail - shape","forelimb_nail_shape",8
"IMPC_CSD_055_001","Hindlimb nail - shape","hindlimb_nail_shape",8
"IMPC_FER_001_001","Gross Findings Male","gross_findings",15
"IMPC_FER_002_001","Pups born (primary)","pups_born_primary_",15
"IMPC_FER_003_001","Total matings (primary)","total_matings_primary_",15
"IMPC_FER_004_001","Total litters (primary)","total_litters_primary_",15
"IMPC_FER_005_001","Total pups with dissection (primary)","total_pups_primary_",15
"IMPC_FER_006_001","Pups born (Male screen)","pups_born_male_screen_",15
"IMPC_FER_007_001","Total matings (Male screen)","total_matings_male_screen_",15
"IMPC_FER_008_001","Total litters (Male screen)","total_litters_male_screen_",15
"IMPC_FER_009_001","Total pups/embryos (Male Screen)","total_pups_embryos_male_screen_",15
"IMPC_FER_010_001","Pups born (Female Screen)","pups_born_female_screen_",15
"IMPC_FER_011_001","Total matings (Female Screen)","total_matings_female_screen_",15
"IMPC_FER_012_001","Total litters (Female Screen)","total_litters_female_screen_",15
"IMPC_FER_013_001","Total pups/embryos (Female Screen)","total_pups_embryos_female_screen_",15
"IMPC_FER_014_001","Age of set up","age_of_set_up",15
"IMPC_FER_015_001","Time spent in breeding","time_breeding",15
"IMPC_FER_016_001","Test strain genotype","test_strain_genotype",15
"IMPC_FER_017_001","Test strain background secondary  (MGI ID)","test_strain_background",15
"IMPC_FER_018_001","Date of matings","date_of_matings",15
"IMPC_FER_019_001","Gross Findings Female","gross_findings_female",15
"IMPC_FER_020_001","Age of set up (Male screen)","age_of_set_up_(male_screen)",15
"IMPC_FER_021_001","Age of set up (Female screen)","age_of_set_up_(female_screen)",15
"IMPC_FER_022_001","Time spent in  breeding (Male screen)","time_spent_in__breeding_(male_screen)",15
"IMPC_FER_023_001","Time spent in breeding (Female screen)","time_spent_in_breeding_(female_screen)",15
"IMPC_FER_024_001","Heterozygous - Gross Findings Male","heterozygous_-_gross_findings_male",15
"IMPC_FER_025_001","Heterozygous - Gross Findings Female","heterozygous_-_gross_findings_female",15
"IMPC_EOL_013_001","Hindbrain","hindbrain",40
"IMPC_EOL_014_001","4th ventricle","4th_ventricle",40
"IMPC_EOL_015_001","Mesencephalic vesicle","mesencephalic_vesicle",40
"IMPC_EOL_016_001","Forebrain","forebrain",40
"IMPC_EOL_017_001","Telecenphalic (lateral) ventricle","telecenphalic_(lateral)_ventricle",40
"IMPC_EOL_018_001","Rhombomeres","rhombomeres",40
"IMPC_EOL_019_001","Notochord","notochord",40
"IMPC_EOL_020_001","Infundibular recess of 3rd ventricle","infundibular_recess_of_3rd_ventricle",40
"IMPC_EOL_021_001","Rathke's pouch","rathke's_pouch",40
"IMPC_EOL_022_001","Optic vesicle","optic_vesicle",40
"IMPC_EOL_023_001","Otocyst","otocyst",40
"IMPC_EOL_024_001","1st branchial arch","1st_branchial_arch",40
"IMPC_EOL_025_001","1st arch artery","1st_arch_artery",40
"IMPC_EOL_026_001","2nd branchial arch","2nd_branchial_arch",40
"IMPC_EOL_027_001","2nd arch artery","2nd_arch_artery",40
"IMPC_EOL_028_001","Oropharynx","oropharynx",40
"IMPC_EOL_029_001","3rd branchial arch","3rd_branchial_arch",40
"IMPC_EOL_030_001","3rd arch artery","3rd_arch_artery",40
